HitCorrect,age,comments,description,discr_checkbox,discr_comments,endTime,enjoyment,experiment_id,img_file,img_id,languages,mistake_checkbox,mistake_comments,page_context,page_title,q1_sliderval,q1_type,q2_sliderval,q2_type,q3_sliderval,q3_type,q4_sliderval,q4_type,q5_sliderval,q5_type,rt_article_read_seconds,rt_qs_noimage_seconds,rt_qs_wimage_seconds,rt_trial,section_title,startDate,startTime,timeSpent,trial_number,caption,submission_id,section_context
1,27,,An image of the Kamyanets-Podilskyi fortress,FALSE,,1679415460922,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/b/b3/Kamianets-Podilskyi_Castle_old.jpg,10.jpg,english,FALSE,,List of all Shevchenko National Prize laureates ordered by year of reception including the Soviet period.,List of Shevchenko National Prize laureates,"['3', '3']",all_relevant,"['2', '2']",image_fit,"['3', '3']",no_irrelevant,"['2', '2']",reconstructive,"['2', '2']",overall,3.68,14.161,13.642,31.483,1960s,Tue Mar 21 2023 12:12:43 GMT-0400 (Eastern Daylight Time),1679415163665,4.954283333333330,5,,-NR3xZJiIeYs1lmCiojO,"1962
1963
1964
1965
1966
1967
1968
1969"
1,28,This study was information to think of the perspective of someone who is unable to see.,"Large group of people, seen from above",FALSE,,1679415580002,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/9/92/14-08-10-wikimania-gruppenfoto-01.jpg,5.jpg,english,FALSE,,"Organizations which are independent of government involvement are known as non-governmental organizations or NGOs or non-government organizations. NGOs are a subgroup of organizations founded by citizens, which include clubs and associations which provide services to its members and others. They are usually nonprofit organizations. Many NGOs are active in humanitarianism or the social sciences. Surveys indicate that NGOs have a high degree of public trust, which can make them a useful proxy for the concerns of society and stakeholders. However, NGOs can also be lobby groups for corporations, such as the World Economic Forum. According to NGO.org, ""[an NGO is] any non-profit, voluntary citizens' group which is organized on a local, national or international level ... Task-oriented and driven by people with a common interest, NGOs perform a variety of service and humanitarian functions, bring citizen concerns to Governments, advocate and monitor policies and encourage political participa ...",Non-governmental organization,"['4', '4']",no_irrelevant,"['2', '3']",image_fit,"['4', '4']",all_relevant,"['4', '4']",reconstructive,"['4', '4']",overall,49.87,66.199,32.472,148.541,,Tue Mar 21 2023 09:10:21 GMT-0700 (Pacific Daylight Time),1679415021554,9.307466666666670,1,"Group photo at Wikimania 2014 London. Wikimania is the official annual conference of the Wikimedia Foundation, an American non-profit and charitable organization headquartered in San Francisco[2] and known for participating in the Wikimedia movement. It owns the Internet domain names of most movement projects, and hosts sites such as Wikipedia.",-NR3y0QI2urlda9Y3xl_,
1,28,This study was information to think of the perspective of someone who is unable to see.,Portolá Expedition Camp,FALSE,,1679415580002,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/c/c1/Whitehouse_Campsite.jpg,27.jpg,english,FALSE,,"List table of the properties and districts — listed on the California Historical Landmarks — within San Mateo County, California.
Note: Click the ""Map of all coordinates"" link to the right to view a Google map of all properties and districts with latitude and longitude coordinates in the table below.","California Historical Landmarks in San Mateo County, California","['5', '5']",no_irrelevant,"['2', '2']",image_fit,"['2', '1']",all_relevant,"['1', '1']",reconstructive,"['2', '1']",overall,11.195,29.319,53.19,93.704,Listings,Tue Mar 21 2023 09:10:21 GMT-0700 (Pacific Daylight Time),1679415021554,9.307466666666670,2,,-NR3y0QI2urlda9Y3xl_,
1,28,This study was information to think of the perspective of someone who is unable to see.,The Château of Rochetaillée-sur-Saône,FALSE,,1679415580002,1,pilot-study-experiment.json,http://upload.wikimedia.org/wikipedia/commons/5/52/Ch%C3%A2teau_de_Rochetaill%C3%A9e-sur-Sa%C3%B4ne_2.JPG,24.jpg,english,FALSE,,Rochetaillée-sur-Saône is a commune in the Metropolis of Lyon in Auvergne-Rhône-Alpes region in eastern France.,Rochetaillée-sur-Saône,"['5', '5']",no_irrelevant,"['4', '5']",image_fit,"['4', '3']",all_relevant,"['1', '1']",reconstructive,"['3', '2']",overall,13.813,20.532,60.69,95.035,,Tue Mar 21 2023 09:10:21 GMT-0700 (Pacific Daylight Time),1679415021554,9.307466666666670,3,The Château of Rochetaillée-sur-Saône,-NR3y0QI2urlda9Y3xl_,
1,28,This study was information to think of the perspective of someone who is unable to see.,Worldcon 75 in Helsinki 2017 107,FALSE,,1679415580002,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/e/ed/Worldcon_75_in_Helsinki_2017_107.jpg,8.jpg,english,FALSE,,"Josuke Higashikata is a character from the manga and anime JoJo's Bizarre Adventure. He is the main character of the fourth part of the manga and anime Diamond is Unbreakable, where is revealed he is the bastard son of Joseph Joestar, who cheated on his wife with a young Japanese woman, Tomoko Higashikata. Because of this, he is the uncle of Jotaro Kujo, from Part 3, Stardust Crusaders. Josuke is a young, but tall Japanese student with a golden heart, living in the fictional Japanese town of Morioh. During the series he fight several enemies with the help of Jotaro and befriends Koichi Hirose and Okuyasu Nijimura. His stand is called Crazy Diamond, a tribute to the Pink Floyd's song. It has the ability to heal wounds and restore objects. However it can't heal Josuke's own wounds.",Josuke Higashikata,"['3', '4']",no_irrelevant,"['2', '4']",image_fit,"['4', '5']",all_relevant,"['3', '3']",reconstructive,"['3', '4']",overall,20.928,25.342,21.422,67.692,,Tue Mar 21 2023 09:10:21 GMT-0700 (Pacific Daylight Time),1679415021554,9.307466666666670,4,Cosplay of Josuke Higashikata (left) and Okuyasu Nijimura (right),-NR3y0QI2urlda9Y3xl_,
1,28,This study was information to think of the perspective of someone who is unable to see.,A big pavillion in the middle of a park on a sunny day. There are many trees.,FALSE,,1679415580002,1,pilot-study-experiment.json,,640px-parc_agen.jpg,english,FALSE,,"Sculpture is the branch of the visual arts that operates in three dimensions. Sculpture is the three-dimensional art work which is physically presented in the dimensions of height, width and depth. It is one of the plastic arts. Durable sculptural processes originally used carving (the removal of material) and modelling (the addition of material, as clay), in stone, metal, ceramics, wood and other materials but, since Modernism, there has been an almost complete freedom of materials and process. A wide variety of materials may be worked by removal such as carving, assembled by welding or modelling, or moulded or cast.",Sculpture,"['3', '4']",no_irrelevant,"['5', '5']",image_fit,"['5', '5']",all_relevant,"['5', '5']",reconstructive,"['5', '5']",overall,10.485,17.625,19.386,47.496,,Tue Mar 21 2023 09:10:21 GMT-0700 (Pacific Daylight Time),1679415021554,9.307466666666670,5,Sculptures are often placed at the center of public parks.,-NR3y0QI2urlda9Y3xl_,
1,22,,"Spokane, Portland and Seattle Railway Company-Box Canyon Viaduct",FALSE,,1679415591822,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/f/f8/Spokane%2C_Portland_%26_Seattle_Railway_Co_Box_Canyon_Viaduct2_NRHP_100003280_Franklin_Couny%2C_WA.jpg,9.jpg,English,FALSE,,"This list presents the full set of buildings, structures, objects, sites, or districts designated on the National Register of Historic Places in Franklin County, Washington, and offers brief descriptive information about each of them. The National Register recognizes places of national, state, or local historic significance across the United States. Out of over 90,000 National Register sites nationwide, Washington is home to approximately 1,500, and 14 of those are found partially or wholly in Franklin County.
This National Park Service list is complete through NPS recent listings posted August 14, 2020.","National Register of Historic Places listings in Franklin County, Washington","['4', '4']",image_fit,"['2', '3']",all_relevant,"['2', '3']",no_irrelevant,"['1', '1']",reconstructive,"['1', '2']",overall,11.207,39.873,23.188,74.268,Current listings,Tue Mar 21 2023 12:14:42 GMT-0400 (Eastern Daylight Time),1679415282119,5.161716666666670,1,,-NR3y3HrbgSnPZhvFoJq,
1,22,,"Moche warrior pot, c. 100–700 CE, from the British Museum",FALSE,,1679415591822,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/4/49/Moche_warrior_pot.jpg,3.jpg,English,FALSE,,"Native American pottery is an art form with at least a 7500-year history in the Americas. Pottery is fired ceramics with clay as a component. Ceramics are used for utilitarian cooking vessels, serving and storage vessels, pipes, funerary urns, censers, musical instruments, ceremonial items, masks, toys, sculptures, and a myriad of other art forms.
Due to their resilience, ceramics have been key to learning more about pre-Columbian indigenous cultures.",Ceramics of indigenous peoples of the Americas,"['4', '4']",image_fit,"['3', '3']",all_relevant,"['3', '4']",no_irrelevant,"['3', '3']",reconstructive,"['2', '3']",overall,41.027,28.173,15.726,84.926,Andean region,Tue Mar 21 2023 12:14:42 GMT-0400 (Eastern Daylight Time),1679415282119,5.161716666666670,2,"Moche warrior pot, c. 100–700 CE, British Museum",-NR3y3HrbgSnPZhvFoJq,"In the Andes, ceramics appear during the Initial Period around 1800 BCE. They were needed for boiling agricultural foods Chavín potters on the Peruvian coast create distinctive stirrup spout vessels, both incised and highly burnished. These thin-walled effigy pots were fashioned to resemble stylized humans, plants, and animals. Two substyles of Chavín stirrup spout pots include the thicker-walls, glossy-on-matte blackware Cupisnique style and red and black Santa Ana style, both featuring fanged heads. Subsequent Andean cultures revived these ancient ceramics styles and imagery.
Paracas culture, from Peru's desert south coast, created highly detailed ceramics, that were often painted after firing. Paints, made with an acacia resin binder, were commonly warm yellow, olive green, red-orange, white, and black in color. Paracas artists built upon Chavín styles and introduced the double spout-and-bridge vessel and distinctive masks portraying a supernatural ""Oculate Being,"" that combines hum ..."
1,22,,"The chapel of Sainte-Anne, in Buléon",FALSE,,1679415591822,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/9/9a/Chapelle_Sainte-Anne_%28Bul%C3%A9on%29_6036.JPG,28.jpg,English,FALSE,,Buléon is a commune in the Morbihan department of Brittany in northwestern France.,Buléon,"['5', '5']",image_fit,"['4', '4']",all_relevant,"['4', '4']",no_irrelevant,"['4', '4']",reconstructive,"['4', '4']",overall,3.945,16.304,10.274,30.523,,Tue Mar 21 2023 12:14:42 GMT-0400 (Eastern Daylight Time),1679415282119,5.161716666666670,3,"The chapel of Sainte-Anne, in Buléon",-NR3y3HrbgSnPZhvFoJq,Buléon (Buelion in Breton) is a commune in the Morbihan department of Brittany in northwestern France.
1,22,,A big pavillion in the middle of a park on a sunny day. There are many trees.,FALSE,,1679415591822,1,pilot-study-experiment.json,,640px-parc_agen.jpg,English,FALSE,,"Sculpture is the branch of the visual arts that operates in three dimensions. Sculpture is the three-dimensional art work which is physically presented in the dimensions of height, width and depth. It is one of the plastic arts. Durable sculptural processes originally used carving (the removal of material) and modelling (the addition of material, as clay), in stone, metal, ceramics, wood and other materials but, since Modernism, there has been an almost complete freedom of materials and process. A wide variety of materials may be worked by removal such as carving, assembled by welding or modelling, or moulded or cast.",Sculpture,"['5', '3']",image_fit,"['4', '1']",all_relevant,"['4', '4']",no_irrelevant,"['5', '5']",reconstructive,"['4', '3']",overall,5.827,14.48,23.349,43.656,,Tue Mar 21 2023 12:14:42 GMT-0400 (Eastern Daylight Time),1679415282119,5.161716666666670,4,Sculptures are often placed at the center of public parks.,-NR3y3HrbgSnPZhvFoJq,
1,22,,The church of Saint-Vincent,FALSE,,1679415591822,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/0/0e/Thouar%C3%A9-sur-Loire_%C3%A9glise.JPG,29.jpg,English,FALSE,,Thouaré-sur-Loire is a commune in the Loire-Atlantique department in western France.,Thouaré-sur-Loire,"['5', '5']",image_fit,"['4', '4']",all_relevant,"['4', '4']",no_irrelevant,"['3', '3']",reconstructive,"['4', '4']",overall,2.525,16.281,8.576,27.382,,Tue Mar 21 2023 12:14:42 GMT-0400 (Eastern Daylight Time),1679415282119,5.161716666666670,5,The church of Saint-Vincent,-NR3y3HrbgSnPZhvFoJq,Thouaré-sur-Loire (Breton “Tarvieg”) is a commune in the Loire-Atlantique department in western France.
1,48,,Worldcon 75 in Helsinki 2017 107,FALSE,,1679415621461,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/e/ed/Worldcon_75_in_Helsinki_2017_107.jpg,8.jpg,English,FALSE,,"Josuke Higashikata is a character from the manga and anime JoJo's Bizarre Adventure. He is the main character of the fourth part of the manga and anime Diamond is Unbreakable, where is revealed he is the bastard son of Joseph Joestar, who cheated on his wife with a young Japanese woman, Tomoko Higashikata. Because of this, he is the uncle of Jotaro Kujo, from Part 3, Stardust Crusaders. Josuke is a young, but tall Japanese student with a golden heart, living in the fictional Japanese town of Morioh. During the series he fight several enemies with the help of Jotaro and befriends Koichi Hirose and Okuyasu Nijimura. His stand is called Crazy Diamond, a tribute to the Pink Floyd's song. It has the ability to heal wounds and restore objects. However it can't heal Josuke's own wounds.",Josuke Higashikata,"['2', '5']",no_irrelevant,"['4', '4']",image_fit,"['4', '4']",reconstructive,"['4', '2']",all_relevant,"['4', '2']",overall,32.921,43.755,65.225,141.901,,Tue Mar 21 2023 12:12:14 GMT-0400 (Eastern Daylight Time),1679415134197,8.121066666666670,1,Cosplay of Josuke Higashikata (left) and Okuyasu Nijimura (right),-NR3yAY7MZDYyTb7TgLh,
1,48,,The church of Saint-Vincent,FALSE,,1679415621461,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/0/0e/Thouar%C3%A9-sur-Loire_%C3%A9glise.JPG,29.jpg,English,FALSE,,Thouaré-sur-Loire is a commune in the Loire-Atlantique department in western France.,Thouaré-sur-Loire,"['5', '5']",no_irrelevant,"['2', '4']",image_fit,"['4', '4']",reconstructive,"['3', '5']",all_relevant,"['4', '4']",overall,20.79,25.059,23.767,69.616,,Tue Mar 21 2023 12:12:14 GMT-0400 (Eastern Daylight Time),1679415134197,8.121066666666670,2,The church of Saint-Vincent,-NR3yAY7MZDYyTb7TgLh,Thouaré-sur-Loire (Breton “Tarvieg”) is a commune in the Loire-Atlantique department in western France.
1,48,,A big pavillion in the middle of a park on a sunny day. There are many trees.,FALSE,,1679415621461,1,pilot-study-experiment.json,,640px-parc_agen.jpg,English,FALSE,,"Sculpture is the branch of the visual arts that operates in three dimensions. Sculpture is the three-dimensional art work which is physically presented in the dimensions of height, width and depth. It is one of the plastic arts. Durable sculptural processes originally used carving (the removal of material) and modelling (the addition of material, as clay), in stone, metal, ceramics, wood and other materials but, since Modernism, there has been an almost complete freedom of materials and process. A wide variety of materials may be worked by removal such as carving, assembled by welding or modelling, or moulded or cast.",Sculpture,"['5', '5']",no_irrelevant,"['2', '3']",image_fit,"['4', '4']",reconstructive,"['4', '1']",all_relevant,"['4', '2']",overall,11.116,36.509,33.751,81.376,,Tue Mar 21 2023 12:12:14 GMT-0400 (Eastern Daylight Time),1679415134197,8.121066666666670,3,Sculptures are often placed at the center of public parks.,-NR3yAY7MZDYyTb7TgLh,
1,48,,Kishi's group iododesilylation method,FALSE,,1679415621461,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/a/aa/Kishi%27s_group_iododesilylation_method.jpg,14.jpg,English,FALSE,,"In organic chemistry, a vinyl iodide functional group is an alkene with one or more iodide substituents. Vinyl iodides are versatile molecules that serve as important building blocks and precursors in organic synthesis. They are commonly used in carbon-carbon forming reactions in transition-metal catalyzed cross-coupling reactions, such as Stille reaction, Heck reaction, Sonogashira coupling, and Suzuki coupling. Synthesis of well-defined geometry or complexity vinyl iodide is important in stereoselective synthesis of natural products and drugs.",Vinyl iodide functional group,"['5', '5']",no_irrelevant,"['4', '4']",image_fit,"['1', '1']",reconstructive,"['4', '4']",all_relevant,"['4', '4']",overall,26.812,22.407,18.951,68.17,Iododesilylation,Tue Mar 21 2023 12:12:14 GMT-0400 (Eastern Daylight Time),1679415134197,8.121066666666670,4,,-NR3yAY7MZDYyTb7TgLh,"Iododesilylation is a substitution reaction of silyl group for iodide. The advantages of iododesilylation are that it avoids toxic tin reagent and intermediate vinyl silyl are stable, nontoxic and easily handled and stored. Vinyl silyl can be made from terminal alkyne or other methods.
The Kishi's group reported a mild preparation of vinyl iodide from vinyl silyl using NIS in mixture of acetonitrile and chloroacetonitrile. They observed retention of olefin geometry in some vinyl silyl substrates while inversion in others. They reasoned that the R group's size had an effect on the geometry of the olefin. If the R group is small, the solvent acetonitrile can participate in the reaction leading to inversion of the olefin's geometry. If the R group is big, the solvent is unable to participate, leading to retention of olefin's geometry
Zakarian's group then decided to run the reaction in HFIP, which gave high retention of olefin geometry. They reasoned that HFIP is a low nucleophilicity sol ..."
1,48,,Canal through Dokkum,FALSE,,1679415621461,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/8/8e/Exterieur_OVERZICHT_VOORGEVELS_-_Dokkum_-_20355511_-_RCE.jpg,20.jpg,English,FALSE,,Dongeradeel is a former municipality in the northern Netherlands. In 2019 it merged with the municipalities of Ferwerderadiel and Kollumerland en Nieuwkruisland to form the new municipality Noardeast-Fryslân.,Dongeradeel,"['5', '5']",no_irrelevant,"['1', '1']",image_fit,"['1', '1']",reconstructive,"['3', '4']",all_relevant,"['3', '4']",overall,27.077,16.211,20.817,64.105,,Tue Mar 21 2023 12:12:14 GMT-0400 (Eastern Daylight Time),1679415134197,8.121066666666670,5,Canal through Dokkum,-NR3yAY7MZDYyTb7TgLh,"Dongeradeel (pronunciation , West Frisian: Dongeradiel) is a former municipality in the northern Netherlands. In 2019 it merged with the municipalities of Ferwerderadiel and Kollumerland en Nieuwkruisland to form the new municipality Noardeast-Fryslân."
,23,n/a,Canal through Dokkum,FALSE,,1679415668963,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/8/8e/Exterieur_OVERZICHT_VOORGEVELS_-_Dokkum_-_20355511_-_RCE.jpg,20.jpg,English,FALSE,,Dongeradeel is a former municipality in the northern Netherlands. In 2019 it merged with the municipalities of Ferwerderadiel and Kollumerland en Nieuwkruisland to form the new municipality Noardeast-Fryslân.,Dongeradeel,"['3', '3']",image_fit,"['3', '3']",all_relevant,"['3', '3']",reconstructive,"['1', '2']",no_irrelevant,"['2', '3']",overall,7.274,32.923,22.359,62.556,,Tue Mar 21 2023 12:16:51 GMT-0400 (Eastern Daylight Time),1679415411554,4.29015,1,Canal through Dokkum,-NR3yKX2sCuqTAyFGiRl,"Dongeradeel (pronunciation , West Frisian: Dongeradiel) is a former municipality in the northern Netherlands. In 2019 it merged with the municipalities of Ferwerderadiel and Kollumerland en Nieuwkruisland to form the new municipality Noardeast-Fryslân."
,23,n/a,Kishi's group iododesilylation method,FALSE,,1679415668963,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/a/aa/Kishi%27s_group_iododesilylation_method.jpg,14.jpg,English,FALSE,,"In organic chemistry, a vinyl iodide functional group is an alkene with one or more iodide substituents. Vinyl iodides are versatile molecules that serve as important building blocks and precursors in organic synthesis. They are commonly used in carbon-carbon forming reactions in transition-metal catalyzed cross-coupling reactions, such as Stille reaction, Heck reaction, Sonogashira coupling, and Suzuki coupling. Synthesis of well-defined geometry or complexity vinyl iodide is important in stereoselective synthesis of natural products and drugs.",Vinyl iodide functional group,"['4', '4']",image_fit,"['4', '4']",all_relevant,"['2', '2']",reconstructive,"['3', '4']",no_irrelevant,"['3', '4']",overall,4.473,18.206,10.524,33.203,Iododesilylation,Tue Mar 21 2023 12:16:51 GMT-0400 (Eastern Daylight Time),1679415411554,4.29015,2,,-NR3yKX2sCuqTAyFGiRl,"Iododesilylation is a substitution reaction of silyl group for iodide. The advantages of iododesilylation are that it avoids toxic tin reagent and intermediate vinyl silyl are stable, nontoxic and easily handled and stored. Vinyl silyl can be made from terminal alkyne or other methods.
The Kishi's group reported a mild preparation of vinyl iodide from vinyl silyl using NIS in mixture of acetonitrile and chloroacetonitrile. They observed retention of olefin geometry in some vinyl silyl substrates while inversion in others. They reasoned that the R group's size had an effect on the geometry of the olefin. If the R group is small, the solvent acetonitrile can participate in the reaction leading to inversion of the olefin's geometry. If the R group is big, the solvent is unable to participate, leading to retention of olefin's geometry
Zakarian's group then decided to run the reaction in HFIP, which gave high retention of olefin geometry. They reasoned that HFIP is a low nucleophilicity sol ..."
,23,n/a,Rillito Race Track Historic District,FALSE,,1679415668963,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/8/89/Rillito_Downs_grandstand_and_tower_1.JPG,2.jpg,English,FALSE,,"This is a list of the National Register of Historic Places listings in Pima County, Arizona.
This is intended to be a complete list of the properties and districts on the National Register of Historic Places in Pima County, Arizona, United States. The locations of National Register properties and districts for which the latitude and longitude coordinates are included below, may be seen in a map.
There are 193 properties and districts listed on the National Register in the county, including 4 that are also National Historic Landmarks. Three properties formerly listed have been removed from the National Register.
This National Park Service list is complete through NPS recent listings posted July 17, 2020.","National Register of Historic Places listings in Pima County, Arizona","['4', '3']",image_fit,"['4', '3']",all_relevant,"['4', '4']",reconstructive,"['4', '3']",no_irrelevant,"['3', '4']",overall,13.207,20.105,15.096,48.408,Current listings,Tue Mar 21 2023 12:16:51 GMT-0400 (Eastern Daylight Time),1679415411554,4.29015,3,,-NR3yKX2sCuqTAyFGiRl,
,23,n/a,A big pavillion in the middle of a park on a sunny day. There are many trees.,FALSE,,1679415668963,1,pilot-study-experiment.json,,640px-parc_agen.jpg,English,FALSE,,"Sculpture is the branch of the visual arts that operates in three dimensions. Sculpture is the three-dimensional art work which is physically presented in the dimensions of height, width and depth. It is one of the plastic arts. Durable sculptural processes originally used carving (the removal of material) and modelling (the addition of material, as clay), in stone, metal, ceramics, wood and other materials but, since Modernism, there has been an almost complete freedom of materials and process. A wide variety of materials may be worked by removal such as carving, assembled by welding or modelling, or moulded or cast.",Sculpture,"['4', '4']",image_fit,"['4', '4']",all_relevant,"['5', '5']",reconstructive,"['4', '4']",no_irrelevant,"['4', '4']",overall,3.556,20.282,21.268,45.106,,Tue Mar 21 2023 12:16:51 GMT-0400 (Eastern Daylight Time),1679415411554,4.29015,4,Sculptures are often placed at the center of public parks.,-NR3yKX2sCuqTAyFGiRl,
,23,n/a,Wayne County Courthouse in Fairfield,FALSE,,1679415668963,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/0/04/Wayne_County_Courthouse_in_Fairfield.jpg,17.jpg,English,FALSE,,"Wayne County is a county located in the U.S. state of Illinois. According to the 2010 census, it had a population of 16,760. Its county seat is Fairfield. It is located in the southern portion of Illinois known locally as ""Little Egypt"".","Wayne County, Illinois","['4', '4']",image_fit,"['4', '4']",all_relevant,"['3', '3']",reconstructive,"['4', '3']",no_irrelevant,"['3', '4']",overall,3.422,14.25,9.969,27.641,,Tue Mar 21 2023 12:16:51 GMT-0400 (Eastern Daylight Time),1679415411554,4.29015,5,Wayne County Courthouse in Fairfield,-NR3yKX2sCuqTAyFGiRl,
1,,,"Thurmond Depot, now a New River Gorge National River visitor center, and a single track bridge which crosses the New River.",FALSE,,1679415665045,2,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/7/71/Thurmond_WV_Depot.jpg,21.jpg,english,FALSE,,"Thurmond is a town in Fayette County, West Virginia, United States, on the New River. The population was five at the 2010 census. During the heyday of coal mining in the New River Gorge, Thurmond was a prosperous town with a number of businesses and facilities for the Chesapeake and Ohio Railway. The town was the filming location for John Sayles' 1987 movie Matewan since it still possesses many of the characteristics of a 1920s Appalachian coal town.
Today, much of Thurmond is owned by the National Park Service for the New River Gorge National River. The C&O passenger railway depot in town was renovated in 1995 and now functions as a Park Service visitor center. The entire town is a designated historic district on the National Register of Historic Places.
Thurmond is the least-populated municipality in West Virginia. During the June 14, 2005, city elections, six of the city's seven residents sought elected office.","Thurmond, West Virginia","['4', '5']",all_relevant,"['5', '5']",image_fit,"['4', '4']",reconstructive,"['3', '5']",no_irrelevant,"['4', '4']",overall,53.211,67.975,62.028,183.214,,Tue Mar 21 2023 12:08:03 GMT-0400 (Eastern Daylight Time),1679414883246,13.029983333333300,1,"Thurmond Depot, now a New River Gorge National River visitor center, and a single track bridge which crosses the New River.",-NR3yLKhSwQ0sZ1WCu6D,
1,,,A big pavillion in the middle of a park on a sunny day. There are many trees.,FALSE,,1679415665045,2,pilot-study-experiment.json,,640px-parc_agen.jpg,english,FALSE,,"Sculpture is the branch of the visual arts that operates in three dimensions. Sculpture is the three-dimensional art work which is physically presented in the dimensions of height, width and depth. It is one of the plastic arts. Durable sculptural processes originally used carving (the removal of material) and modelling (the addition of material, as clay), in stone, metal, ceramics, wood and other materials but, since Modernism, there has been an almost complete freedom of materials and process. A wide variety of materials may be worked by removal such as carving, assembled by welding or modelling, or moulded or cast.",Sculpture,"['1', '1']",all_relevant,"['2', '3']",image_fit,"['3', '3']",reconstructive,"['5', '5']",no_irrelevant,"['1', '1']",overall,20.749,33.178,64.646,118.573,,Tue Mar 21 2023 12:08:03 GMT-0400 (Eastern Daylight Time),1679414883246,13.029983333333300,2,Sculptures are often placed at the center of public parks.,-NR3yLKhSwQ0sZ1WCu6D,
1,,,"The chapel of Sainte-Anne, in Buléon",FALSE,,1679415665045,2,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/9/9a/Chapelle_Sainte-Anne_%28Bul%C3%A9on%29_6036.JPG,28.jpg,english,FALSE,,Buléon is a commune in the Morbihan department of Brittany in northwestern France.,Buléon,"['2', '1']",all_relevant,"['5', '4']",image_fit,"['3', '3']",reconstructive,"['5', '5']",no_irrelevant,"['2', '2']",overall,23.971,34.286,39.116,97.373,,Tue Mar 21 2023 12:08:03 GMT-0400 (Eastern Daylight Time),1679414883246,13.029983333333300,3,"The chapel of Sainte-Anne, in Buléon",-NR3yLKhSwQ0sZ1WCu6D,Buléon (Buelion in Breton) is a commune in the Morbihan department of Brittany in northwestern France.
1,,,Coat of arms of Balatonrendes,FALSE,,1679415665045,2,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/c/c9/HUN_Balatonrendes_COA.jpg,1.jpg,english,FALSE,,"Balatonrendes is a village in Veszprém county, Hungary. It is one of the least populated locales on the northern shore of Lake Balaton, having lost much of its population over the course of the 20th century due to urbanization. One of the last permanent sources of work in the village, a local quarry, closed in the latter part of the 1900s. As with almost all townships near the Balaton, in the summer months it attracts vacationers, but due to its distance from the lake shore proper and its more elusive location, traffic is lower than average. Significant viticulture, due to the proximity of the Badacsony wine region, is present. Notably, its main street has been renovated and stands as a picturesque remnant of old-style rural Hungarian architecture. The etymology of the village's name comes from the combination of Balaton with the suffix -rendes, which translates to ""orderly"" or ""normal"".",Balatonrendes,"['1', '1']",all_relevant,"['1', '1']",image_fit,"['1', '1']",reconstructive,"['5', '5']",no_irrelevant,"['1', '1']",overall,25.782,49.257,70.557,145.596,,Tue Mar 21 2023 12:08:03 GMT-0400 (Eastern Daylight Time),1679414883246,13.029983333333300,4,,-NR3yLKhSwQ0sZ1WCu6D,
1,,,"Street clock and (at right) post office. The legend on the clock says ""Live better electrically."" The post office is listed on the National Register of Historic Places.",FALSE,,1679415665045,2,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/2/21/Okanogan%2C_WA_-_street_clock_and_post_office.jpg,7.jpg,english,FALSE,,"Okanogan is a city in Okanogan County, Washington, United States. The population was 2,552 at the 2010 census, within the Greater Omak Area. It is the seat of Okanogan County.
It has a small commuter airfield, Okanogan Legion Airport – with one paved runway of 2,533 ft in length.","Okanogan, Washington","['4', '3']",all_relevant,"['4', '3']",image_fit,"['4', '4']",reconstructive,"['2', '2']",no_irrelevant,"['4', '4']",overall,17.386,79.514,44.644,141.544,Sister city,Tue Mar 21 2023 12:08:03 GMT-0400 (Eastern Daylight Time),1679414883246,13.029983333333300,5,,-NR3yLKhSwQ0sZ1WCu6D,"Okanogan has one Sister City, according to the Washington State Lt. Governor's list of Washington Sister Cities:
 Keremeos, British Columbia, Canada"
